score,name,links
4.5,John Oyler,https://www.ratemyprofessors.com/professor/144760
5.0,Tyler Hensley,https://www.ratemyprofessors.com/professor/3065041
4.6,Ahmed Ibrahim,https://www.ratemyprofessors.com/professor/2695150
5.0,Corey Flynn,https://www.ratemyprofessors.com/professor/3066787
4.9,John Boonstra,https://www.ratemyprofessors.com/professor/2935119
3.3,Lynette  Moran,https://www.ratemyprofessors.com/professor/2994346
3.8,Ryan Teeter,https://www.ratemyprofessors.com/professor/1660667
4.9,Kaliane Ung,https://www.ratemyprofessors.com/professor/2702602
4.9,Andrea Berman,https://www.ratemyprofessors.com/professor/1867749
4.8,Xiaodong Zhu,https://www.ratemyprofessors.com/professor/2551340
3.6,Marylou Gramm,https://www.ratemyprofessors.com/professor/548486
3.8,Scott Morgenstern,https://www.ratemyprofessors.com/professor/816608
3.6,Mike Frank Epitropolous,https://www.ratemyprofessors.com/professor/1233235
3.4,Michael Lindsey,https://www.ratemyprofessors.com/professor/2218068
5.0,Stephanie Espie,https://www.ratemyprofessors.com/professor/3064711
5.0,Katelin Samski,https://www.ratemyprofessors.com/professor/2986113
3.9,Michelle Ward,https://www.ratemyprofessors.com/professor/1304293
4.1,Uma Satyavolu Rau,https://www.ratemyprofessors.com/professor/71573
4.2,Ulrike Malandro,https://www.ratemyprofessors.com/professor/786882
4.4,Maureen Gallagher,https://www.ratemyprofessors.com/professor/2446566
4.7,Heather Reel,https://www.ratemyprofessors.com/professor/3023079
3.9,Karen Bursic,https://www.ratemyprofessors.com/professor/88784
2.8,Murat Akcakaya,https://www.ratemyprofessors.com/professor/2651522
3.3,Ada Youk,https://www.ratemyprofessors.com/professor/2678591
3.5,Jon Boyle,https://www.ratemyprofessors.com/professor/1868141
4.5,Bernard Brooks,https://www.ratemyprofessors.com/professor/2415813
4.1,Tom Pacio,https://www.ratemyprofessors.com/professor/1311178
4.1,Moriah Kirdy,https://www.ratemyprofessors.com/professor/2110786
5.0,Amir Alavi,https://www.ratemyprofessors.com/professor/2758620
5.0,Nathaniel Clark,https://www.ratemyprofessors.com/professor/3065586
5.0,Hung Hsu Chou,https://www.ratemyprofessors.com/professor/3048733
3.6,Valerie Oke,https://www.ratemyprofessors.com/professor/314783
4.5,Wesley Scott,https://www.ratemyprofessors.com/professor/347204
3.6,Robin Brooks,https://www.ratemyprofessors.com/professor/2213663
4.4,Susan Fullerton,https://www.ratemyprofessors.com/professor/2283395
3.5,Jorg Wiezorek,https://www.ratemyprofessors.com/professor/2052205
5.0,Brandon Bowman,https://www.ratemyprofessors.com/professor/3040214
5.0,Tevis Jacobs,https://www.ratemyprofessors.com/professor/2196612
3.0,Paul Ohodnicki,https://www.ratemyprofessors.com/professor/2673306
4.3,Michael Carriger,https://www.ratemyprofessors.com/professor/3061860
3.0,Casey Connelly,https://www.ratemyprofessors.com/professor/2977982
4.0,Claire Duquennois,https://www.ratemyprofessors.com/professor/2621874
2.0,Jason Fine,https://www.ratemyprofessors.com/professor/3030838
1.9,X. L. Wu,https://www.ratemyprofessors.com/professor/147487
3.1,David Tipper,https://www.ratemyprofessors.com/professor/1723012
3.7,Danielle Bellis,https://www.ratemyprofessors.com/professor/2665204
4.4,Olga Kuchinskaya,https://www.ratemyprofessors.com/professor/1737075
2.5,Luis Vargas,https://www.ratemyprofessors.com/professor/1128896
4.2,Erin Anderson,https://www.ratemyprofessors.com/professor/1573084
1.0,Klara Andersson,https://www.ratemyprofessors.com/professor/3059572
5.0,Breonna Runk,https://www.ratemyprofessors.com/professor/3055502
3.6,Svitlana Maksymenko,https://www.ratemyprofessors.com/professor/908519
4.1,Barbara Burstin,https://www.ratemyprofessors.com/professor/475148
3.5,Frayda Cohen,https://www.ratemyprofessors.com/professor/880300
2.4,Gurudev Dutt,https://www.ratemyprofessors.com/professor/1316070
3.3,Kirk Pruhs,https://www.ratemyprofessors.com/professor/105280
4.1,Lloyd Corder,https://www.ratemyprofessors.com/professor/696568
4.9,Bridget Keown,https://www.ratemyprofessors.com/professor/2548348
4.9,Edgar Melendez,https://www.ratemyprofessors.com/professor/2633072
4.1,Fadoua Loudiy,https://www.ratemyprofessors.com/professor/2863086
4.5,Debra Hast,https://www.ratemyprofessors.com/professor/2696029
4.7,Timothy Maddocks,https://www.ratemyprofessors.com/professor/2296631
4.6,Ann Mitchell,https://www.ratemyprofessors.com/professor/1963914
4.6,Xiqiao Wang,https://www.ratemyprofessors.com/professor/2795489
3.5,Chris Kemerer,https://www.ratemyprofessors.com/professor/2141261
1.7,Erica Edwards,https://www.ratemyprofessors.com/professor/3037965
2.3,Eric Winter,https://www.ratemyprofessors.com/professor/2140427
4.0,Xulong Tang,https://www.ratemyprofessors.com/professor/2686772
5.0,Lorraine Li,https://www.ratemyprofessors.com/professor/2937624
5.0,Helena  Mazzarella,https://www.ratemyprofessors.com/professor/3064896
5.0,Hide Yamatani,https://www.ratemyprofessors.com/professor/2138009
3.8,Cynthia Lausberg,https://www.ratemyprofessors.com/professor/264389
3.5,Sarah Quesen,https://www.ratemyprofessors.com/professor/2334163
1.5,Georgia Bedford,https://www.ratemyprofessors.com/professor/2173129
4.2,David Marshall,https://www.ratemyprofessors.com/professor/1936573
3.5,Oronde Sharif,https://www.ratemyprofessors.com/professor/906901
3.1,Chad Rannigan,https://www.ratemyprofessors.com/professor/1816689
1.6,Omer Ali,https://www.ratemyprofessors.com/professor/2987507
4.2,Dana Nowlin-Russell,https://www.ratemyprofessors.com/professor/2357737
4.8,Calum Matheson,https://www.ratemyprofessors.com/professor/2136568
4.6,Hillary Demmon,https://www.ratemyprofessors.com/professor/2534726
4.0,Matthew Nace,https://www.ratemyprofessors.com/professor/2849274
4.0,Youngjae Chun,https://www.ratemyprofessors.com/professor/2938364
4.7,Val Kutchko,https://www.ratemyprofessors.com/professor/2966342
4.3,Laty Cahoon,https://www.ratemyprofessors.com/professor/2874539
3.0,Marvin Touré,https://www.ratemyprofessors.com/professor/3059457
4.0,Eric Horwith,https://www.ratemyprofessors.com/professor/3064399
4.7,John Musser,https://www.ratemyprofessors.com/professor/2533881
2.5,Tarun Banerjee,https://www.ratemyprofessors.com/professor/2330326
5.0,Alaina Roberts,https://www.ratemyprofessors.com/professor/2697575
3.9,Tim Nokes-Malach,https://www.ratemyprofessors.com/professor/1047076
3.7,Diana Leyva-Poveda,https://www.ratemyprofessors.com/professor/2581761
3.6,Mariana Whitmer,https://www.ratemyprofessors.com/professor/1044554
2.6,Sandra Mitchell,https://www.ratemyprofessors.com/professor/1423709
4.3,Michelle McCoy,https://www.ratemyprofessors.com/professor/2588920
4.1,Daniel Wald,https://www.ratemyprofessors.com/professor/2691774
2.7,Welkin Pope,https://www.ratemyprofessors.com/professor/2048913
4.7,Josh Cannon,https://www.ratemyprofessors.com/professor/2912957
3.0,Tina Hershey,https://www.ratemyprofessors.com/professor/3035740
4.6,David Molina,https://www.ratemyprofessors.com/professor/2431072
4.6,Joel Haight,https://www.ratemyprofessors.com/professor/1870750
3.2,Emerson Voss,https://www.ratemyprofessors.com/professor/2441578
1.5,Matthew Geary,https://www.ratemyprofessors.com/professor/2721712
3.3,Ronald Brown,https://www.ratemyprofessors.com/professor/2868586
2.3,Esther Gal-Or,https://www.ratemyprofessors.com/professor/2736074
5.0,Francesca Young,https://www.ratemyprofessors.com/professor/3038958
3.5,Anthony Rodi,https://www.ratemyprofessors.com/professor/2134545
4.8,Ellen Cohn,https://www.ratemyprofessors.com/professor/89103
2.5,Ahmed Dallal,https://www.ratemyprofessors.com/professor/2485651
4.6,Ellen Lee,https://www.ratemyprofessors.com/professor/2533138
4.8,Jennifer Laaser,https://www.ratemyprofessors.com/professor/2467480
3.6,Fan Fan,https://www.ratemyprofessors.com/professor/2081861
5.0,Nicholas Laudato,https://www.ratemyprofessors.com/professor/2095911
3.8,Rachel Gartner,https://www.ratemyprofessors.com/professor/2761797
5.0,Grace Funsten,https://www.ratemyprofessors.com/professor/3057191
5.0,Muyao Hang,https://www.ratemyprofessors.com/professor/3040467
4.0,John Gardner,https://www.ratemyprofessors.com/professor/3061565
4.0,Harrison Payne,https://www.ratemyprofessors.com/professor/3061567
3.4,Sunil Saxena,https://www.ratemyprofessors.com/professor/485767
4.2,Susan Wesmiller,https://www.ratemyprofessors.com/professor/1843754
2.0,Vickie Piontkowski,https://www.ratemyprofessors.com/professor/2761793
5.0,Carl Sell,https://www.ratemyprofessors.com/professor/3041803
5.0,Hassan  Saleemi,https://www.ratemyprofessors.com/professor/3051613
3.6,Eric Paljug,https://www.ratemyprofessors.com/professor/2093447
2.4,Darlene  Dubuisson,https://www.ratemyprofessors.com/professor/2899300
3.9,Keri Fogle,https://www.ratemyprofessors.com/professor/2893159
4.9,Kimberly Payne,https://www.ratemyprofessors.com/professor/1988069
4.7,Cordelia  Brazile,https://www.ratemyprofessors.com/professor/2949384
4.8,Filipo Lubua,https://www.ratemyprofessors.com/professor/2532854
5.0,Thomas Dyne,https://www.ratemyprofessors.com/professor/2788587
5.0,William Biss,https://www.ratemyprofessors.com/professor/3059456
5.0,Kristen Eberly,https://www.ratemyprofessors.com/professor/3060031
4.1,Curtis Breight,https://www.ratemyprofessors.com/professor/88454
5.0,Brett Wells,https://www.ratemyprofessors.com/professor/988889
4.2,Roger Klein,https://www.ratemyprofessors.com/professor/252944
3.2,Piervincenzo Rizzo,https://www.ratemyprofessors.com/professor/1269520
3.8,Hiroshi Nara,https://www.ratemyprofessors.com/professor/366952
4.6,Mike Goodwin,https://www.ratemyprofessors.com/professor/2797161
4.1,Holman Tse,https://www.ratemyprofessors.com/professor/1752673
3.8,Lisa Stephanie Alfredson,https://www.ratemyprofessors.com/professor/957591
3.6,Luke Condra,https://www.ratemyprofessors.com/professor/1658409
4.8,Vivian Feldblyum,https://www.ratemyprofessors.com/professor/2919924
5.0,Jordan Sanders,https://www.ratemyprofessors.com/professor/2586547
3.5,Omid Shekari,https://www.ratemyprofessors.com/professor/2931779
2.9,Brad Townsend,https://www.ratemyprofessors.com/professor/1835372
4.8,Jane Haines,https://www.ratemyprofessors.com/professor/1135145
3.8,Maggie Jones,https://www.ratemyprofessors.com/professor/2441052
5.0,Hung-Hsu Chou,https://www.ratemyprofessors.com/professor/3054726
1.3,Kristine Ruppert,https://www.ratemyprofessors.com/professor/2712098
5.0,Bruno Cevallos,https://www.ratemyprofessors.com/professor/3053077
1.0,Ian Ramsier,https://www.ratemyprofessors.com/professor/3057296
4.4,Mark Burdsall,https://www.ratemyprofessors.com/professor/640285
3.3,Joshua Beaty,https://www.ratemyprofessors.com/professor/2394547
3.3,Sojin Cho,https://www.ratemyprofessors.com/professor/2860508
5.0,Matthew Cotter,https://www.ratemyprofessors.com/professor/2854908
2.3,Martha Ndung'u,https://www.ratemyprofessors.com/professor/3003995
5.0,Rahul Singh,https://www.ratemyprofessors.com/professor/2697141
3.1,Natasa Miskov-Zivanov,https://www.ratemyprofessors.com/professor/2188087
4.0,Thomas Morton,https://www.ratemyprofessors.com/professor/2338252
5.0,Nicholas Maradin,https://www.ratemyprofessors.com/professor/1932808
1.7,Darrelstan Ferguson,https://www.ratemyprofessors.com/professor/2515926
3.8,Adam Shear,https://www.ratemyprofessors.com/professor/377848
4.5,Christopher Maverick,https://www.ratemyprofessors.com/professor/2793068
1.0,Jean Schmidt,https://www.ratemyprofessors.com/professor/2175862
5.0,Devyn Lisi,https://www.ratemyprofessors.com/professor/2998488
5.0,Jesse Obert,https://www.ratemyprofessors.com/professor/3055426
4.5,Bryan Hanks,https://www.ratemyprofessors.com/professor/254947
4.8,Amine Hallab,https://www.ratemyprofessors.com/professor/1564398
4.2,Junshu Bao,https://www.ratemyprofessors.com/professor/2439980
3.8,Christopher Nygren,https://www.ratemyprofessors.com/professor/1961485
5.0,Lindsey Williams,https://www.ratemyprofessors.com/professor/2958010
4.5,Therese Pittman,https://www.ratemyprofessors.com/professor/2949417
4.0,Tara Adamczck,https://www.ratemyprofessors.com/professor/2981925
5.0,Courtney Besaw,https://www.ratemyprofessors.com/professor/3054495
5.0,Marcie Persyn,https://www.ratemyprofessors.com/professor/2530289
1.7,Dennis Galletta,https://www.ratemyprofessors.com/professor/1958545
3.9,Joel Brady,https://www.ratemyprofessors.com/professor/1319733
4.6,Scott Smith,https://www.ratemyprofessors.com/professor/367316
5.0,Richard Teaster,https://www.ratemyprofessors.com/professor/1195048
4.4,Michael Glass,https://www.ratemyprofessors.com/professor/1186603
5.0,Lauren Collister,https://www.ratemyprofessors.com/professor/2905733
4.4,Giannis Mpourmpakis,https://www.ratemyprofessors.com/professor/1988379
3.7,Barry Mitnick,https://www.ratemyprofessors.com/professor/173320
5.0,Sean Morrissey,https://www.ratemyprofessors.com/professor/2973503
1.5,Angie Cruz,https://www.ratemyprofessors.com/professor/2536088
4.5,Rosemary Capo,https://www.ratemyprofessors.com/professor/189896
4.7,Jared Lemus,https://www.ratemyprofessors.com/professor/2681767
3.6,J.D. Wright,https://www.ratemyprofessors.com/professor/2550248
2.1,April Dukes,https://www.ratemyprofessors.com/professor/2208314
5.0,Jesse Jack,https://www.ratemyprofessors.com/professor/2962653
4.1,Ira Roldugina,https://www.ratemyprofessors.com/professor/2861495
4.7,Brandon Hedges,https://www.ratemyprofessors.com/professor/2817722
2.3,Linsah Coulanges,https://www.ratemyprofessors.com/professor/2966905
4.3,Rebecca Denova,https://www.ratemyprofessors.com/professor/263299
1.0,Shilpa  Gaikwad,https://www.ratemyprofessors.com/professor/3046053
4.4,Alan Juffs,https://www.ratemyprofessors.com/professor/367214
2.2,Joseph Profeta,https://www.ratemyprofessors.com/professor/1717239
2.4,Wei Gao,https://www.ratemyprofessors.com/professor/2442436
1.7,Alison Langmead,https://www.ratemyprofessors.com/professor/2945210
3.8,Elfriede Fursich,https://www.ratemyprofessors.com/professor/2357501
3.0,James Maher,https://www.ratemyprofessors.com/professor/1616561
4.3,Sarah Bagley,https://www.ratemyprofessors.com/professor/969767
5.0,Sandra  Lee,https://www.ratemyprofessors.com/professor/3045349
1.0,Xin Gui,https://www.ratemyprofessors.com/professor/2910269
5.0,Theresa Koleck,https://www.ratemyprofessors.com/professor/2753505
4.4,Dana Och,https://www.ratemyprofessors.com/professor/178124
2.0,Tamara Podvysotska,https://www.ratemyprofessors.com/professor/2620183
1.0,Huma Husain,https://www.ratemyprofessors.com/professor/2877871
2.1,Ronald Johnson,https://www.ratemyprofessors.com/professor/2354747
2.9,Patrick Manning,https://www.ratemyprofessors.com/professor/929437
2.0,Theresa Fabrizio,https://www.ratemyprofessors.com/professor/2616128
2.7,Xiara Long,https://www.ratemyprofessors.com/professor/2867299
2.0,Kenneth Batista,https://www.ratemyprofessors.com/professor/3041839
1.0,Qihan Liu,https://www.ratemyprofessors.com/professor/2666316
3.4,Mart Harris,https://www.ratemyprofessors.com/professor/2881084
5.0,Madelyn McLaughlin,https://www.ratemyprofessors.com/professor/3040386
4.1,Junzo Oshimo,https://www.ratemyprofessors.com/professor/157670
4.2,Elizabeth Monasterios,https://www.ratemyprofessors.com/professor/356326
4.4,Shawn Ellies,https://www.ratemyprofessors.com/professor/1356468
5.0,Adrianna Gradisek,https://www.ratemyprofessors.com/professor/3039635
3.1,Alexander Spore,https://www.ratemyprofessors.com/professor/2819257
2.1,Shalini Ayyagari,https://www.ratemyprofessors.com/professor/2648036
3.6,Erin Alpert,https://www.ratemyprofessors.com/professor/1567448
4.5,Jeremy Weber,https://www.ratemyprofessors.com/professor/3012861
5.0,Ryan Shi,https://www.ratemyprofessors.com/professor/2937631
2.0,Nathan Brouwer,https://www.ratemyprofessors.com/professor/2427542
4.9,Sonia Lupher,https://www.ratemyprofessors.com/professor/2366930
5.0,Michael Yoder,https://www.ratemyprofessors.com/professor/2937626
2.4,Dashanne Stokes,https://www.ratemyprofessors.com/professor/2676452
4.7,James Robert Shaw,https://www.ratemyprofessors.com/professor/1455486
2.0,Chengcheng Huang,https://www.ratemyprofessors.com/professor/2682042
3.4,John Norton,https://www.ratemyprofessors.com/professor/111189
4.8,Erika Houston,https://www.ratemyprofessors.com/professor/1197535
2.8,Joseph Grabowski,https://www.ratemyprofessors.com/professor/2268
4.0,Jacob Maynard,https://www.ratemyprofessors.com/professor/2888699
4.5,Guofeng Wang,https://www.ratemyprofessors.com/professor/2050633
3.5,Mark Abbott,https://www.ratemyprofessors.com/professor/372367
4.6,Helen Petracchi,https://www.ratemyprofessors.com/professor/1996154
4.6,Nawel Cotez,https://www.ratemyprofessors.com/professor/2560979
4.8,Jessica Batychenko,https://www.ratemyprofessors.com/professor/2563918
5.0,Devon Pham,https://www.ratemyprofessors.com/professor/2800702
3.8,Mari-Felix Cubas-Mora,https://www.ratemyprofessors.com/professor/1049458
2.6,R Venkatesh,https://www.ratemyprofessors.com/professor/1388218
3.6,Nathan Morehouse,https://www.ratemyprofessors.com/professor/1825954
3.9,Helen Petracchi,https://www.ratemyprofessors.com/professor/228874
2.9,Richard Coleman,https://www.ratemyprofessors.com/professor/725650
4.5,Yacine Chemssi,https://www.ratemyprofessors.com/professor/2653217
2.4,Deborah Neidich,https://www.ratemyprofessors.com/professor/2681453
4.9,Stuart Prunty,https://www.ratemyprofessors.com/professor/1764098
5.0,Aaron Duvall,https://www.ratemyprofessors.com/professor/3030773
1.8,James Joshi,https://www.ratemyprofessors.com/professor/548121
4.7,Joseph Yurko,https://www.ratemyprofessors.com/professor/2576347
4.2,Daqing He,https://www.ratemyprofessors.com/professor/2359139
4.8,Armani Manov,https://www.ratemyprofessors.com/professor/3001411
1.0,Michael Lucci,https://www.ratemyprofessors.com/professor/2810323
3.5,Carlos Rivera-Morales,https://www.ratemyprofessors.com/professor/2502876
4.0,Jocelyn Carlin,https://www.ratemyprofessors.com/professor/2186029
4.0,Paul McMorrow,https://www.ratemyprofessors.com/professor/2050367
4.6,Samuel Floyd,https://www.ratemyprofessors.com/professor/828586
3.3,Angela Athanas,https://www.ratemyprofessors.com/professor/8249
5.0,Zipu Wang,https://www.ratemyprofessors.com/professor/3027967
4.8,Lise Vesterlund,https://www.ratemyprofessors.com/professor/358597
2.9,Patrick Hughes,https://www.ratemyprofessors.com/professor/1892189
1.9,Sarah Nilson,https://www.ratemyprofessors.com/professor/2234738
4.0,Jessica Robertson,https://www.ratemyprofessors.com/professor/2074042
2.5,Glenn Ray,https://www.ratemyprofessors.com/professor/549986
2.7,Shelome Gooden,https://www.ratemyprofessors.com/professor/451200
2.4,Leonardo Moreno-Alvarez,https://www.ratemyprofessors.com/professor/2838835
3.7,Felix Germain,https://www.ratemyprofessors.com/professor/2467756
5.0,David Pabst,https://www.ratemyprofessors.com/professor/3025579
4.9,Aashi Dalal,https://www.ratemyprofessors.com/professor/2697140
1.0,In Jung Kim,https://www.ratemyprofessors.com/professor/3010740
3.7,Joanna Commandaros,https://www.ratemyprofessors.com/professor/350773
1.0,Priyoma Mustafi,https://www.ratemyprofessors.com/professor/3024141
4.6,Lester Lusher,https://www.ratemyprofessors.com/professor/2999264
4.5,Mehr Latif,https://www.ratemyprofessors.com/professor/1842535
3.8,"William ""buddy"" Clark",https://www.ratemyprofessors.com/professor/591634
3.5,Istvan Danko,https://www.ratemyprofessors.com/professor/2956602
4.7,Spyridon Lagaras,https://www.ratemyprofessors.com/professor/2464114
5.0,Chisato Ninomiya,https://www.ratemyprofessors.com/professor/2856805
3.7,Rachael Driver,https://www.ratemyprofessors.com/professor/2296243
2.8,Laurie Usher,https://www.ratemyprofessors.com/professor/2753680
5.0,James McCord,https://www.ratemyprofessors.com/professor/3021142
3.0,Vincent Liu,https://www.ratemyprofessors.com/professor/816219
3.0,Laura Lovett,https://www.ratemyprofessors.com/professor/2439185
4.1,Stephen Ludwick,https://www.ratemyprofessors.com/professor/2271686
2.6,Patrick Rabier,https://www.ratemyprofessors.com/professor/137472
2.6,Kathleen Carrick,https://www.ratemyprofessors.com/professor/1549117
5.0,Sara Kearns,https://www.ratemyprofessors.com/professor/2503610
4.2,Caitlin Dahl,https://www.ratemyprofessors.com/professor/2550208
3.0,Sarah Hakimzadeh,https://www.ratemyprofessors.com/professor/1988134
5.0,Danielle Fox,https://www.ratemyprofessors.com/professor/2995269
5.0,Delainey Wescott,https://www.ratemyprofessors.com/professor/2508109
4.4,Caroline Runyan,https://www.ratemyprofessors.com/professor/2479747
4.5,Irina Simova,https://www.ratemyprofessors.com/professor/2920855
4.3,Olena Sherbinin,https://www.ratemyprofessors.com/professor/2753646
4.0,Kun Qian,https://www.ratemyprofessors.com/professor/2119668
3.5,Matt Burton,https://www.ratemyprofessors.com/professor/2420961
5.0,Eleanor Mattern,https://www.ratemyprofessors.com/professor/3009846
5.0,Marcia Rapchak,https://www.ratemyprofessors.com/professor/3009844
2.5,Prakash Mirchandani,https://www.ratemyprofessors.com/professor/2691543
3.5,Jose Pertierra-Arrojo,https://www.ratemyprofessors.com/professor/3014242
4.5,Chelsea Jno Baptiste,https://www.ratemyprofessors.com/professor/3014244
3.2,Hong Koo Kim,https://www.ratemyprofessors.com/professor/91908
4.9,Erin Bosley,https://www.ratemyprofessors.com/professor/2162637
4.1,Xinyang Wang,https://www.ratemyprofessors.com/professor/2244741
4.6,Kayla Sargeson,https://www.ratemyprofessors.com/professor/2413939
4.6,Andrea Welsh,https://www.ratemyprofessors.com/professor/2650299
4.5,Sabine Von Dirke,https://www.ratemyprofessors.com/professor/1350552
4.8,Andrew Zentner,https://www.ratemyprofessors.com/professor/1042748
4.1,Jennifer Shang,https://www.ratemyprofessors.com/professor/602931
4.7,Paul Mlodgenski,https://www.ratemyprofessors.com/professor/2438955
3.5,James Talerico,https://www.ratemyprofessors.com/professor/2048648
1.2,Vikram Gomatam,https://www.ratemyprofessors.com/professor/2962652
3.0,Yi Xu,https://www.ratemyprofessors.com/professor/1380069
0.0,Paolo  Farah,https://www.ratemyprofessors.com/professor/2913498
4.8,Mark Hu,https://www.ratemyprofessors.com/professor/2931236
4.0,Sahar Hosseini,https://www.ratemyprofessors.com/professor/2621287
5.0,Alaina Bernstein,https://www.ratemyprofessors.com/professor/3014236
3.8,Colter Harper,https://www.ratemyprofessors.com/professor/2243379
1.6,Richard Debski,https://www.ratemyprofessors.com/professor/844910
4.4,Will Zavala,https://www.ratemyprofessors.com/professor/2891091
1.5,Duygu Kilic,https://www.ratemyprofessors.com/professor/3009327
2.7,Michael Lewin,https://www.ratemyprofessors.com/professor/1942055
4.0,Gary Hollibaugh,https://www.ratemyprofessors.com/professor/3012853
4.0,Ilia Murtazashvili,https://www.ratemyprofessors.com/professor/3012851
4.7,Mark Collins,https://www.ratemyprofessors.com/professor/665249
5.0,Taewoo Lee,https://www.ratemyprofessors.com/professor/3012315
3.9,Jon Johnson,https://www.ratemyprofessors.com/professor/827136
3.8,Leming Lin,https://www.ratemyprofessors.com/professor/2292614
5.0,Jenn Muller,https://www.ratemyprofessors.com/professor/2872747
4.7,Sarah Leavens,https://www.ratemyprofessors.com/professor/2408193
3.5,Chelsey Smith,https://www.ratemyprofessors.com/professor/2449107
5.0,Marily Nixon,https://www.ratemyprofessors.com/professor/2358950
1.0,Jack Kinsey,https://www.ratemyprofessors.com/professor/2851238
3.0,Marcelle Pierson,https://www.ratemyprofessors.com/professor/2708459
3.6,Benjamin Parris,https://www.ratemyprofessors.com/professor/2498823
3.2,Jeffrey Kondis,https://www.ratemyprofessors.com/professor/545740
1.5,Ketura Elie,https://www.ratemyprofessors.com/professor/3008194
4.0,Anneliese Schmidt,https://www.ratemyprofessors.com/professor/2989058
4.4,Patrick Casey,https://www.ratemyprofessors.com/professor/1891709
4.0,Nikhil Bajaj,https://www.ratemyprofessors.com/professor/2621205
4.1,Troy Boone,https://www.ratemyprofessors.com/professor/345378
2.8,Panos Chrysanthis,https://www.ratemyprofessors.com/professor/126798
2.8,Shigeru Amemiya,https://www.ratemyprofessors.com/professor/458407
2.8,Anthony Sorrentino,https://www.ratemyprofessors.com/professor/1496513
4.4,Dennis Curran,https://www.ratemyprofessors.com/professor/369789
4.9,Kirby Sigler,https://www.ratemyprofessors.com/professor/2813896
1.9,Susan Hockenberry,https://www.ratemyprofessors.com/professor/2366479
3.0,Longfei Shangguan,https://www.ratemyprofessors.com/professor/2891315
5.0,Sara Chedid,https://www.ratemyprofessors.com/professor/3009920
4.8,Japa Pallikkathayil,https://www.ratemyprofessors.com/professor/1818372
3.1,Arie Beresteanu,https://www.ratemyprofessors.com/professor/1540508
4.5,Amy Flick,https://www.ratemyprofessors.com/professor/2547759
4.8,Rebecca Slemmons,https://www.ratemyprofessors.com/professor/1494561
1.8,Marian Gilton,https://www.ratemyprofessors.com/professor/2593919
4.9,Jourdain Lamperski,https://www.ratemyprofessors.com/professor/2760839
2.2,Eric Sloss,https://www.ratemyprofessors.com/professor/1779223
5.0,Masha Kostromitina,https://www.ratemyprofessors.com/professor/2948797
4.0,John Lipinski,https://www.ratemyprofessors.com/professor/3009266
5.0,David Herring,https://www.ratemyprofessors.com/professor/3009419
4.0,Ellen Kelsey,https://www.ratemyprofessors.com/professor/1882493
2.3,Huseyin  Zengin,https://www.ratemyprofessors.com/professor/2932858
3.9,Adriana Kovashka,https://www.ratemyprofessors.com/professor/2193583
3.2,Mark Weixel,https://www.ratemyprofessors.com/professor/2361175
2.3,Ravneet Singh,https://www.ratemyprofessors.com/professor/2937630
4.5,Brooke Rawls,https://www.ratemyprofessors.com/professor/2758392
5.0,Megan Heise,https://www.ratemyprofessors.com/professor/2971020
1.0,Kimberly Turner,https://www.ratemyprofessors.com/professor/3008695
2.9,Tessa Warren,https://www.ratemyprofessors.com/professor/937442
4.3,Thomas Marchi,https://www.ratemyprofessors.com/professor/2759535
4.8,Bruno Francisco Cursini,https://www.ratemyprofessors.com/professor/2728196
4.0,Sarah Constant,https://www.ratemyprofessors.com/professor/2610198
4.0,Regina Leckie,https://www.ratemyprofessors.com/professor/2980280
4.3,Jenna Bluedorn,https://www.ratemyprofessors.com/professor/2933410
5.0,Colleen O'Reilly,https://www.ratemyprofessors.com/professor/2969057
2.5,Hayley  Ripperger,https://www.ratemyprofessors.com/professor/2983583
2.7,Paul Munro,https://www.ratemyprofessors.com/professor/326197
4.6,John Stoner,https://www.ratemyprofessors.com/professor/1711260
4.1,Christina Grogan,https://www.ratemyprofessors.com/professor/2869324
3.6,George Stetten,https://www.ratemyprofessors.com/professor/1574543
5.0,Sean Nonnenmacher,https://www.ratemyprofessors.com/professor/3007254
4.4,Lillian Chong,https://www.ratemyprofessors.com/professor/1930666
4.9,Amy Srsic,https://www.ratemyprofessors.com/professor/1647175
2.7,Miloua Attou,https://www.ratemyprofessors.com/professor/2042012
4.6,Nayra Ramirez Penuela,https://www.ratemyprofessors.com/professor/2820821
5.0,Bob Reiter,https://www.ratemyprofessors.com/professor/2882983
5.0,Jay Deiters,https://www.ratemyprofessors.com/professor/2947319
3.7,Lisa Foertsch,https://www.ratemyprofessors.com/professor/2425234
4.5,Lauren Hallion,https://www.ratemyprofessors.com/professor/2454118
3.6,Leona Mitchell,https://www.ratemyprofessors.com/professor/2082045
3.6,Desmond Hillier,https://www.ratemyprofessors.com/professor/91550
4.0,Jim Kimpel,https://www.ratemyprofessors.com/professor/1811992
3.4,Jeremy Harris,https://www.ratemyprofessors.com/professor/2079678
5.0,Frederick Miller,https://www.ratemyprofessors.com/professor/2960950
2.3,Yongjian Liu,https://www.ratemyprofessors.com/professor/2832781
4.6,Nancy Glazener,https://www.ratemyprofessors.com/professor/245432
3.9,Dolores Lima,https://www.ratemyprofessors.com/professor/2552610
4.0,W. Seth Childers,https://www.ratemyprofessors.com/professor/2520956
5.0,Meshesha Jobo,https://www.ratemyprofessors.com/professor/2965391
4.9,Meghan Bechman,https://www.ratemyprofessors.com/professor/2328174
4.3,Zach Horton,https://www.ratemyprofessors.com/professor/2398300
